%#################################################################
Title:        Basenet Report
Design:       top
Date:         Nov 7 11:09:59 2018
%#################################################################


%
Base nets and synonyms for muctpi_lib.TOP(@muctpi_lib.top(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
                    	DCDC_SYNC<11> - @muctpi_lib.CPLD                            	 82C1<>                       
ENA_12V             	ENA_12V - @muctpi_lib.TOP                                   	 3A8 3E1                      
                    	ENA_12V - @muctpi_lib.CPLD                                  	 82B4>                        
ENA_MGTAVCC         	ENA_MGTAVCC - @muctpi_lib.TOP                               	 1B4 1B8 2B8 3E1              
                    	ENA_MGTAVCC - @muctpi_lib.CPLD                              	 82C4>                        
ENA_MGTAVTT         	ENA_MGTAVTT - @muctpi_lib.TOP                               	 1B4 1B8 2B8 3E1              
                    	ENA_MGTAVTT - @muctpi_lib.CPLD                              	 82C4>                        
ENA_P1V8            	ENA_VCCAUX - @muctpi_lib.TOP                                	 3B3 3E1                      
                    	ENA_P1V8 - @muctpi_lib.CPLD                                 	 82C4>                        
ENA_VCCINT          	ENA_VCCINT - @muctpi_lib.TOP                                	 1B4 1B8 2B8 3B3 3E1          
                    	ENA_VCCINT - @muctpi_lib.CPLD                               	 82C4>                        
ENA_VCCO            	ENA_VCCO - @muctpi_lib.TOP                                  	 3B3 3E1                      
                    	ENA_VCCO - @muctpi_lib.CPLD                                 	 82C4>                        
EXT_CLK             	PLD_CLK - @muctpi_lib.TOP                                   	 2B2 3C4                      
                    	EXT_CLK - @muctpi_lib.CPLD                                  	 82D7<                        
FPGA_TEMP_ALARM*<0> 	MPA_THERM* - @muctpi_lib.TOP                                	 1D6 3C4                      
                    	FPGA_TEMP_ALARM*<0> - @muctpi_lib.CPLD                      	 82B1<                        
FPGA_TEMP_ALARM*<1> 	MPC_THERM* - @muctpi_lib.TOP                                	 1D2 3C4                      
                    	FPGA_TEMP_ALARM*<1> - @muctpi_lib.CPLD                      	 82B1<                        
FPGA_TEMP_ALARM*<2> 	TRP_THERM* - @muctpi_lib.TOP                                	 2D5 3C4                      
                    	FPGA_TEMP_ALARM*<2> - @muctpi_lib.CPLD                      	 82B1<                        
FPGA_TEMP_ALARM*<3> 	ZYQ_THERM* - @muctpi_lib.TOP                                	 3A5 3C4                      
                    	FPGA_TEMP_ALARM*<3> - @muctpi_lib.CPLD                      	 82B1<                        
IPMC_DCDC_ENA       	IPM_DCDC_ENA - @muctpi_lib.TOP                              	 3A5 3C4                      
                    	IPMC_DCDC_ENA - @muctpi_lib.CPLD                            	 82D4<                        
IPMC_IO<0>          	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<0> - @muctpi_lib.CPLD                               	 82C1<>                       
IPMC_IO<1>          	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<1> - @muctpi_lib.CPLD                               	 82C1<>                       
IPMC_IO<2>          	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<2> - @muctpi_lib.CPLD                               	 82B1<>                       
IPMC_IO<3>          	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<3> - @muctpi_lib.CPLD                               	 82B1<>                       
IPMC_IO<4>          	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<4> - @muctpi_lib.CPLD                               	 82C1<>                       
IPMC_IO<5>          	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<5> - @muctpi_lib.CPLD                               	 82C1<>                       
IPMC_IO<6>          	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<6> - @muctpi_lib.CPLD                               	 82C1<>                       
IPMC_IO<7>          	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<7> - @muctpi_lib.CPLD                               	 82C1<>                       
IPMC_IO<8>          	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<8> - @muctpi_lib.CPLD                               	 82C1<>                       
IPMC_IO<9>          	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<9> - @muctpi_lib.CPLD                               	 82C1<>                       
IPMC_IO<10>         	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<10> - @muctpi_lib.CPLD                              	 82C1<>                       
IPMC_IO<11>         	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<11> - @muctpi_lib.CPLD                              	 82B1<>                       
IPMC_IO<12>         	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<12> - @muctpi_lib.CPLD                              	 82B1<>                       
IPMC_IO<13>         	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<13> - @muctpi_lib.CPLD                              	 82B1<>                       
IPMC_IO<14>         	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<14> - @muctpi_lib.CPLD                              	 82B1<>                       
IPMC_IO<15>         	IPM_PLD<15..0> - @muctpi_lib.TOP                            	 3A5 3C1                      
                    	IPMC_IO<15> - @muctpi_lib.CPLD                              	 82B1<>                       
IPMC_JTAG_MASTER_TCK	IPM_MTCK - @muctpi_lib.TOP                                  	 3A5 3D4                      
                    	IPMC_JTAG_MASTER_TCK - @muctpi_lib.CPLD                     	 82C4<                        
IPMC_JTAG_MASTER_TDI	IPM_MTDI - @muctpi_lib.TOP                                  	 3A5 3D4                      
                    	IPMC_JTAG_MASTER_TDI - @muctpi_lib.CPLD                     	 82C4<                        
IPMC_JTAG_MASTER_TDO	IPM_MTDO - @muctpi_lib.TOP                                  	 3A7 3D4                      
                    	IPMC_JTAG_MASTER_TDO - @muctpi_lib.CPLD                     	 82C4>                        
IPMC_JTAG_MASTER_TMS	IPM_MTMS - @muctpi_lib.TOP                                  	 3A5 3D4                      
                    	IPMC_JTAG_MASTER_TMS - @muctpi_lib.CPLD                     	 82C4<                        
IPMC_PMBUS_ENA      	IPM_PMB_ENA - @muctpi_lib.TOP                               	 3A7 3D1                      
                    	IPMC_PMBUS_ENA - @muctpi_lib.CPLD                           	 82D1>                        
IPMC_RST*           	IPM_RST* - @muctpi_lib.TOP                                  	 3A5 3C4                      
                    	IPMC_RST* - @muctpi_lib.CPLD                                	 82D4<                        
IPMC_UART_RXD       	IPM_UART_TXD - @muctpi_lib.TOP                              	 3A5 3B4                      
                    	IPMC_UART_RXD - @muctpi_lib.CPLD                            	 82D3<                        
IPMC_UART_TXD       	IPM_UART_RXD - @muctpi_lib.TOP                              	 3A7 3B1                      
                    	IPMC_UART_TXD - @muctpi_lib.CPLD                            	 82D4>                        
MSPA_JTAG_SLAVE_TCK 	MPA_TCK - @muctpi_lib.TOP                                   	 1E8 3D1                      
                    	MSPA_JTAG_SLAVE_TCK - @muctpi_lib.CPLD                      	 82D8>                        
MSPA_JTAG_SLAVE_TDI 	MPA_TDI - @muctpi_lib.TOP                                   	 1E8 3D1                      
                    	MSPA_JTAG_SLAVE_TDI - @muctpi_lib.CPLD                      	 82D8>                        
MSPA_JTAG_SLAVE_TDO 	MPA_TDO - @muctpi_lib.TOP                                   	 1E6 3D1                      
                    	MSPA_JTAG_SLAVE_TDO - @muctpi_lib.CPLD                      	 82D8<                        
MSPA_JTAG_SLAVE_TMS 	MPA_TMS - @muctpi_lib.TOP                                   	 1E8 3D1                      
                    	MSPA_JTAG_SLAVE_TMS - @muctpi_lib.CPLD                      	 82D8>                        
MSPC_JTAG_SLAVE_TCK 	MPC_TCK - @muctpi_lib.TOP                                   	 1E4 3D1                      
                    	MSPC_JTAG_SLAVE_TCK - @muctpi_lib.CPLD                      	 82C8>                        
MSPC_JTAG_SLAVE_TDI 	MPC_TDI - @muctpi_lib.TOP                                   	 1E4 3C1                      
                    	MSPC_JTAG_SLAVE_TDI - @muctpi_lib.CPLD                      	 82D8>                        
MSPC_JTAG_SLAVE_TDO 	MPC_TDO - @muctpi_lib.TOP                                   	 1E2 3C1                      
                    	MSPC_JTAG_SLAVE_TDO - @muctpi_lib.CPLD                      	 82C8<                        
MSPC_JTAG_SLAVE_TMS 	MPC_TMS - @muctpi_lib.TOP                                   	 1E4 3C1                      
                    	MSPC_JTAG_SLAVE_TMS - @muctpi_lib.CPLD                      	 82C8>                        
OSC1_CLK            	OSC1_CLK - @muctpi_lib.CPLD                                 	 82D6                         
OSC2_CLK            	OSC2_CLK - @muctpi_lib.CPLD                                 	 82D6                         
PLD_TP_A            	PLD_TP_A - @muctpi_lib.CPLD                                 	 82D5                         
PLD_TP_B            	PLD_TP_B - @muctpi_lib.CPLD                                 	 82D5                         
PLD_TP_C            	PLD_TP_C - @muctpi_lib.CPLD                                 	 82D5                         
PLD_TP_D            	PLD_TP_D - @muctpi_lib.CPLD                                 	 82D5                         
PMB_ALERT*          	PMB_ALERT* - @muctpi_lib.TOP                                	 1A2 1A6 2B5 3A2 3A7 3C4      
                    	PMB_ALERT* - @muctpi_lib.CPLD                               	 82B1<                        
POR_3V3MP*          	POR_3V3MP* - @muctpi_lib.TOP                                	 3A5 3C4                      
                    	POR_3V3MP* - @muctpi_lib.CPLD                               	 82D4<                        
POR_12V*            	POR_12V* - @muctpi_lib.TOP                                  	 3A2 3C4                      
                    	POR_12V* - @muctpi_lib.CPLD                                 	 82D4<                        
POWER_GOOD_MGTR_ZYNQ	PG_MGTRZ - @muctpi_lib.TOP                                  	 2D2 3D4                      
                    	POWER_GOOD_MGTR_ZYNQ - @muctpi_lib.CPLD                     	 82B4<                        
POWER_GOOD_P0V85    	PG_P0V85 - @muctpi_lib.TOP                                  	 3B2 3D4                      
                    	POWER_GOOD_P0V85 - @muctpi_lib.CPLD                         	 82B4<                        
POWER_GOOD_P0V95_MSPA	PG_P0V95A - @muctpi_lib.TOP                                 	 1B6 3E4                      
                    	POWER_GOOD_P0V95_MSPA - @muctpi_lib.CPLD                    	 82B4<                        
POWER_GOOD_P0V95_MSPC	PG_P0V95C - @muctpi_lib.TOP                                 	 1B2 3E4                      
                    	POWER_GOOD_P0V95_MSPC - @muctpi_lib.CPLD                    	 82C4<                        
POWER_GOOD_P0V95_TRP	PG_P0V95B - @muctpi_lib.TOP                                 	 2B5 3E4                      
                    	POWER_GOOD_P0V95_TRP - @muctpi_lib.CPLD                     	 82C4<                        
POWER_GOOD_P1V0_MSPA	PG_P1V0A - @muctpi_lib.TOP                                  	 1B6 3E4                      
                    	POWER_GOOD_P1V0_MSPA - @muctpi_lib.CPLD                     	 82C4<                        
POWER_GOOD_P1V0_MSPC	PG_P1V0C - @muctpi_lib.TOP                                  	 1B2 3E4                      
                    	POWER_GOOD_P1V0_MSPC - @muctpi_lib.CPLD                     	 82C4<                        
POWER_GOOD_P1V0_TRP 	PG_P1V0B - @muctpi_lib.TOP                                  	 2B5 3E4                      
                    	POWER_GOOD_P1V0_TRP - @muctpi_lib.CPLD                      	 82C4<                        
POWER_GOOD_P1V2     	PG_P1V2 - @muctpi_lib.TOP                                   	 3B2 3D4                      
                    	POWER_GOOD_P1V2 - @muctpi_lib.CPLD                          	 82B4<                        
POWER_GOOD_P1V2_MSPA	PG_P1V2A - @muctpi_lib.TOP                                  	 1A6 3E4                      
                    	POWER_GOOD_P1V2_MSPA - @muctpi_lib.CPLD                     	 82C4<                        
POWER_GOOD_P1V2_MSPC	PG_P1V2C - @muctpi_lib.TOP                                  	 1A2 3E4                      
                    	POWER_GOOD_P1V2_MSPC - @muctpi_lib.CPLD                     	 82C4<                        
POWER_GOOD_P1V2_TRP 	PG_P1V2B - @muctpi_lib.TOP                                  	 2B5 3E4                      
                    	POWER_GOOD_P1V2_TRP - @muctpi_lib.CPLD                      	 82C4<                        
POWER_GOOD_P1V2_ZYNQ	PG_P1V2Z - @muctpi_lib.TOP                                  	 2D2 3D4                      
                    	POWER_GOOD_P1V2_ZYNQ - @muctpi_lib.CPLD                     	 82B4<                        
POWER_GOOD_P1V8     	PG_P1V8 - @muctpi_lib.TOP                                   	 3B2 3D4                      
                    	POWER_GOOD_P1V8 - @muctpi_lib.CPLD                          	 82B4<                        
POWER_GOOD_P1V8_MSPA	PG_P1V8A - @muctpi_lib.TOP                                  	 1A6 3D4                      
